代码,指数代码,指数名,份额
158000,H11146,中证港股通内地金融港元指数,219925835
158001,980081,国证价值100指数,265392624
158005,931752,中证工程机械主题指数,225061376
158006,000813,细分化工,213046012
158008,980027,国证新能源电池指数,273413126
158009,CN5082,国证航天航空行业指数,216373819
158010,399989,中证医疗指数,230213319
158012,931469,中证云计算50指数,274825566
158013,CN5082,国证航天航空行业指数,209345203
158017,000813,细分化工,341594582
158019,931719,中证电池主题指数,294281913
158027,931495,中证工业互联网主题指数,237143045
159001,--,--,4225215
159003,--,--,1420925
159005,--,--,441624
159007,931946,中证畜牧养殖产业指数,197603274
159008,399975,中证全指证券公司指数,123784531
159009,399266,创业板新能源指数,51392703
159010,HSSCITI,恒生港股通科技主题指数,252097611
159011,931946,中证畜牧养殖产业指数,233505168
159012,931643,中证科创创业50指数,233881148
159013,931495,中证工业互联网主题指数,43578881
159015,HSSCITI,恒生港股通科技主题指数,116352934
159016,931412,中证证券公司30指数,254540154
159017,399439,国证石油天然气指数,161256813
159018,399439,国证石油天然气指数,30904203
159019,399439,国证石油天然气指数,50327711
159020,931946,中证畜牧养殖产业指数,114567082
159021,399373,国证大盘价值指数,183907712
159022,932456,中证科创创业人工智能指数,159630967
159023,931946,中证畜牧养殖产业指数,238777943
159026,399439,国证石油天然气指数,57513446
159027,931946,中证畜牧养殖产业指数,227472283
159028,HSSCAM,恒生港股通汽车主题指数,129449016
159029,931892,中证有色金属矿业主题指数,316127717
159030,399365,国证粮食产业指数,312468176
159031,399365,国证粮食产业指数,276028624
159032,H11059,中证工业有色金属主题指数,245845019
159033,399365,国证粮食产业指数,252323473
159035,930601,中证软件服务指数,328859726
159036,932094,中证全指软件开发指数,437740164
159037,980081,国证价值100指数,292249832
159038,399365,国证粮食产业指数,233026939
159039,980022,国证机器人产业指数,336461422
159040,931637,中证港股通互联网指数,209481087
159041,000949,中证农业主题指数,223471832
159042,980081,国证价值100指数,248801105
159043,H30192,中证全指食品指数,200770695
159045,930632,中证稀有金属主题指数,240330213
159046,399438,国证绿色电力指数,632976854
159048,980022,国证机器人产业指数,334803897
159049,931892,中证有色金属矿业主题指数,247073319
159050,980022,国证机器人产业指数,348703612
159051,H30217,中证全指医疗器械指数,289117894
159052,980027,国证新能源电池指数,438926092
159053,930632,中证稀有金属主题指数,230698132
159055,930632,中证稀有金属主题指数,280293952
159056,H30217,中证全指医疗器械指数,277934358
159057,H30217,中证全指医疗器械指数,206715334
159059,H30199,中证全指电力公用事业指数,222830063
159060,399365,国证粮食产业指数,224483423
159061,399438,国证绿色电力指数,254040230
159062,930632,中证稀有金属主题指数,207201256
159063,399365,国证粮食产业指数,254986647
159065,931752,中证工程机械主题指数,220350818
159066,930903,中证A股指数,272733027
159067,399438,国证绿色电力指数,202908737
159068,H30202,中证全指软件指数,252336570
159069,399266,创业板新能源指数,248770440
159070,931752,中证工程机械主题指数,238366883
159071,980027,国证新能源电池指数,285911738
159072,399365,国证粮食产业指数,224285157
159073,399365,国证粮食产业指数,232173864
159075,931495,中证工业互联网主题指数,253197165
159076,399266,创业板新能源指数,306373015
159078,930903,中证A股指数,242262460
159079,980081,国证价值100指数,234806830
159082,000813,细分化工,203531212
159085,980081,国证价值100指数,203535454
159086,930986,中证金融科技主题指数,239399823
159087,000813,细分化工,216992150
159091,H11146,中证港股通内地金融港元指数,232374196
159093,000813,细分化工,236681470
159096,980081,国证价值100指数,279631305
159099,931469,中证云计算50指数,290610546
159100,BVSP,巴西BOVESPA,468546935
159101,987008,国证港股通科技指数,3220311457
159102,HSHKBIO,恒生生物科技指数,799622004
159103,930986,中证金融科技主题指数,316406771
159105,HSHKBIO,恒生生物科技指数,239272984
159106,931265,中证民企300指数,39579488
159107,399264,创业板软件指数,621823006
159108,980034,国证工业软件主题指数,113738511
159109,HSSC50,恒生港股通50指数,756163854
159110,921130,深证AAA科技创新公司债指数,22517093
159111,932160,中证AAA科技创新公司债指数,150226676
159112,932160,中证AAA科技创新公司债指数,268487830
159113,932160,中证AAA科技创新公司债指数,97316237
159115,932160,中证AAA科技创新公司债指数,51323487
159116,932160,中证AAA科技创新公司债指数,114172743
159117,SPAHLVCP,标普港股通低波红利指数,62401153
159118,SPAHLVCP,标普港股通低波红利指数,77677020
159119,932368,中证800自由现金流指数,162054229
159120,HSSCITI,恒生港股通科技主题指数,170024466
159121,HSSCAM,恒生港股通汽车主题指数,109481127
159122,399266,创业板新能源指数,65160935
159123,931151,中证光伏产业指数,377047026
159125,987008,国证港股通科技指数,968245883
159126,930931,中证港股通50港元指数,277616546
159127,930914,中证港股通高股息投资港元指数,195344268
159128,987008,国证港股通科技指数,2083760841
159129,000813,细分化工,1201906595
159130,HSHKBIO,恒生生物科技指数,255389466
159131,930967,中证港股通信息技术综合港元指数,1749919902
159132,HSHKBIO,恒生生物科技指数,113963558
159133,000813,细分化工,1750413345
159135,HSSCITI,恒生港股通科技主题指数,687466376
159136,930050,中证A50指数,110914074
159137,932069,中证港股通医疗主题指数,186632607
159138,931752,中证工程机械主题指数,90267924
159139,932456,中证科创创业人工智能指数,134109210
159140,932456,中证科创创业人工智能指数,429936834
159141,932456,中证科创创业人工智能指数,1239060730
159142,932456,中证科创创业人工智能指数,921260142
159143,HSSCSOY,恒生港股通中国央企红利指数,54554456
159145,980034,国证工业软件主题指数,63581845
159146,H30199,中证全指电力公用事业指数,857440849
159147,931719,中证电池主题指数,2105409552
159148,399439,国证石油天然气指数,224466601
159149,399266,创业板新能源指数,52515298
159150,399850,深证50指数,85997623
159151,H30192,中证全指食品指数,134251063
159152,HSSCITI,恒生港股通科技主题指数,915556093
159153,980030,国证消费电子主题指数,103225988
159155,931719,中证电池主题指数,547513298
159156,980032,国证新能源车电池指数,214461253
159157,H11059,中证工业有色金属主题指数,8526758760
159158,H30199,中证全指电力公用事业指数,1016535344
159159,000995,中证全指公用事业指数,121318582
159160,931719,中证电池主题指数,167819254
159161,931752,中证工程机械主题指数,217331260
159162,H11059,中证工业有色金属主题指数,461939837
159163,931892,中证有色金属矿业主题指数,255807013
159165,931946,中证畜牧养殖产业指数,107571257
159166,980092,国证自由现金流指数,600816059
159167,932069,中证港股通医疗主题指数,235549164
159168,H11059,中证工业有色金属主题指数,376455060
159169,HSHKBIO,恒生生物科技指数,193874485
159170,987022,国证港股通互联网指数,402638357
159171,H11059,中证工业有色金属主题指数,229532934
159172,931946,中证畜牧养殖产业指数,380829293
159173,930910,中证全指农牧渔指数,56455388
159175,931719,中证电池主题指数,457270382
159176,930697,中证全指家用电器指数,23303341
159177,931752,中证工程机械主题指数,53619279
159178,980030,国证消费电子主题指数,74432994
159179,931637,中证港股通互联网指数,96903568
159180,980034,国证工业软件主题指数,29155926
159181,399439,国证石油天然气指数,146405335
159182,930697,中证全指家用电器指数,38485663
159183,399976,中证新能源汽车指数,51387793
159185,930967,中证港股通信息技术综合港元指数,187099035
159186,HSSCAM,恒生港股通汽车主题指数,93869245
159187,399266,创业板新能源指数,50176266
159188,SPCADMCP,标普中国A股红利100指数,70601882
159189,399439,国证石油天然气指数,126083187
159190,399266,创业板新能源指数,68069299
159191,987008,国证港股通科技指数,75104851
159192,931021,中证家电龙头指数,19987065
159193,980027,国证新能源电池指数,210080335
159195,399439,国证石油天然气指数,94490164
159196,930967,中证港股通信息技术综合港元指数,197530324
159197,399439,国证石油天然气指数,48388290
159198,930967,中证港股通信息技术综合港元指数,92344347
159199,399439,国证石油天然气指数,79154938
159200,932160,中证AAA科技创新公司债指数,153392633
159201,980092,国证自由现金流指数,12200275939
159202,HSIII,恒生互联网科技业指数,1122401900
159203,399372,国证大盘成长指数,8791913
159205,399006,创业板指数(价格),291056064
159206,980018,国证商用卫星通信产业指数,10102953365
159207,932305,中证智选高股息策略指数,1582983345
159208,CN5082,国证航天航空行业指数,313462783
159209,932315,中证全指红利质量指数,1931635053
159210,931239,中证港股通汽车产业主题指数,30549802
159211,399330,深证100指数(价格),17683294
159212,399330,深证100指数(价格),73204367
159213,H30590,中证机器人指数,407737566
159215,000510,中证A500指数,925582803
159216,399330,深证100指数(价格),9548250
159217,987018,国证港股通创新药指数,5017157596
159218,931594,中证卫星产业指数,2256616390
159219,399330,深证100指数(价格),8388018
159220,SPAHLVCP,标普港股通低波红利指数,471569526
159221,980092,国证自由现金流指数,1185013233
159222,980092,国证自由现金流指数,1385370402
159223,980092,国证自由现金流指数,192844755
159225,980092,国证自由现金流指数,271744804
159226,000510,中证A500指数,78094840
159227,CN5082,国证航天航空行业指数,4307911199
159228,930955,中证红利低波动100指数,114212692
159229,932368,中证800自由现金流指数,193556022
159230,980076,国证通用航空产业指数,300304228
159231,980076,国证通用航空产业指数,307091860
159232,932365,中证全指自由现金流指数,2192948566
159233,932365,中证全指自由现金流指数,487623418
159235,932365,中证全指自由现金流指数,2129729545
159236,932365,中证全指自由现金流指数,46722161
159237,931239,中证港股通汽车产业主题指数,28334226
159238,000300,沪深300指数,38016186
159239,HSSCAM,恒生港股通汽车主题指数,78280753
159240,000510,中证A500指数,20619776
159241,CN5082,国证航天航空行业指数,1039074265
159242,970070,创业板人工智能指数,580278583
159243,970070,创业板人工智能指数,127030224
159245,987024,国证港股通消费主题指数,78113296
159246,970070,创业板人工智能指数,3377655606
159247,399006,创业板指数(价格),187984966
159248,930713,中证人工智能主题指数,110095652
159249,000510,中证A500指数,93191923
159251,987008,国证港股通科技指数,248787744
159253,399986,中证银行指数,623304979
159255,980076,国证通用航空产业指数,65338868
159256,399264,创业板软件指数,427183766
159257,980076,国证通用航空产业指数,139416949
159258,H30590,中证机器人指数,1162265664
159259,980080,国证成长100指数,3943696403
159260,399975,中证全指证券公司指数,1055213576
159261,399266,创业板新能源指数,47814904
159262,HSSCITI,恒生港股通科技主题指数,8072720485
159263,980081,国证价值100指数,4916105126
159265,987024,国证港股通消费主题指数,208950894
159266,931233,中证港股通央企红利指数,395710088
159267,CN5082,国证航天航空行业指数,2374506126
159268,987024,国证港股通消费主题指数,441055027
159269,931573CNY00,中证港股通科技人民币指数,1780311712
159270,399019,创业板200指数,88763649
159271,HSI,恒生指数,306386731
159272,980022,国证机器人产业指数,2091164690
159273,931470,中证沪港深云计算产业人民币指数,697777501
159275,930910,中证全指农牧渔指数,244302909
159276,980092,国证自由现金流指数,364696658
159277,930914,中证港股通高股息投资港元指数,52557011
159278,980022,国证机器人产业指数,1304545853
159279,970070,创业板人工智能指数,131387534
159280,987022,国证港股通互联网指数,101717171
159281,931233,中证港股通央企红利指数,322233059
159283,931855,中证通用航空主题指数,276437981
159285,987024,国证港股通消费主题指数,260486680
159286,987018,国证港股通创新药指数,791785402
159287,399102,创业板综合指数,93568753
159288,399102,创业板综合指数,84174931
159289,399102,创业板综合指数,28902640
159290,399102,创业板综合指数,39100396
159291,399102,创业板综合指数,17457388
159292,399102,创业板综合指数,187189531
159293,399102,创业板综合指数,21159397
159295,399102,创业板综合指数,62958239
159296,932422,中证A500红利低波动指数,45042941
159297,987018,国证港股通创新药指数,2890418642
159298,399673,创业板50指数,128281082
159299,930986,中证金融科技主题指数,698472981
159300,000300,沪深300指数,166558097
159301,000995,中证全指公用事业指数,113958357
159302,930914,中证港股通高股息投资港元指数,57797609
159303,HSHCI,恒生医疗保健指数,62991693
159305,980027,国证新能源电池指数,1088640302
159306,931230,中证汽车零部件主题指数,20244616
159307,930955,中证红利低波动100指数,7317903552
159309,931248,中证油气资源指数,658371736
159310,H30007,中证芯片产业指数,455981080
159311,931582,中证数字经济主题指数,35383993
159312,HSISC,恒指港股通指数,41224353
159315,931238,中证沪深港黄金产业股票指数,197589621
159316,HSSCID,恒生港股通创新药指数,4113336139
159318,HSISC,恒指港股通指数,18601647
159320,HSCAUPG,恒生A股电网设备指数,1148235519
159321,931238,中证沪深港黄金产业股票指数,385400397
159322,931238,中证沪深港黄金产业股票指数,122411691
159323,931239,中证港股通汽车产业主题指数,99097378
159325,932066,中证半导体行业精选指数,544460528
159326,931994,中证电网设备主题指数,11617265525
159327,931743,中证半导体材料设备主题指数,1984574091
159328,931021,中证家电龙头指数,112556700
159329,FISAULMU,富时沙特阿拉伯指数,1243189188
159330,000300,沪深300指数,314801009
159331,930914,中证港股通高股息投资港元指数,157694179
159332,000825,中证中央企业红利指数,80021477
159333,931233,中证港股通央企红利指数,220952835
159335,932052,中证诚通央企科技创新指数,58683689
159336,931132,中证诚通央企红利指数,383905090
159337,000905,中证500指数,233710611
159338,000510,中证A500指数,17825086664
159339,000510,中证A500指数,1838086841
159350,399850,深证50指数,89009642
159351,000510,中证A500指数,5924123357
159352,000510,中证A500指数,21591101746
159353,000510,中证A500指数,2840161812
159355,931848,中证800红利低波动指数,98234277
159356,000510,中证A500指数,668120647
159357,000510,中证A500指数,1159833841
159358,000510,中证A500指数,575106420
159359,000510,中证A500指数,668140424
159360,000510,中证A500指数,1175184526
159361,000510,中证A500指数,18938090279
159362,000510,中证A500指数,1316180191
159363,970070,创业板人工智能指数,5250169924
159365,HSISC,恒指港股通指数,59162398
159366,932069,中证港股通医疗主题指数,210333072
159367,399673,创业板50指数,104079029
159368,399266,创业板新能源指数,1112579682
159369,399673,创业板50指数,293753492
159370,399673,创业板50指数,149316009
159371,399673,创业板50指数,148221172
159372,399673,创业板50指数,48451588
159373,399673,创业板50指数,140557494
159375,399673,创业板50指数,263595350
159376,000510,中证A500指数,78922317
159377,399275,创业板医药卫生指数,101129399
159378,980076,国证通用航空产业指数,520771072
159379,000510,中证A500指数,155821471
159380,000510,中证A500指数,109804337
159381,970070,创业板人工智能指数,1569153206
159382,970070,创业板人工智能指数,817055714
159383,399673,创业板50指数,32092486
159385,931529,中证诚通国企数字经济指数,39002525
159386,000510,中证A500指数,57869559
159387,399266,创业板新能源指数,1507189648
159388,970070,创业板人工智能指数,844736984
159389,931529,中证诚通国企数字经济指数,105093364
159390,930050,中证A50指数,131768771
159391,399373,国证大盘价值指数,91076398
159392,980076,国证通用航空产业指数,171785500
159393,000300,沪深300指数,42046342
159395,921128,深证基准做市信用债指数,121764202
159396,921128,深证基准做市信用债指数,96273129
159397,921128,深证基准做市信用债指数,149497657
159398,921128,深证基准做市信用债指数,92632310
159399,FCFQCD,富时中国A股自由现金流聚焦指数,4337194835
159400,921130,深证AAA科技创新公司债指数,70557356
159500,000905,中证500指数,129338865
159501,NDX100,纳斯达克100指数,6424986575
159502,SPSIBI,标普生物科技精选行业指数,1115323019
159505,399303,国证2000指数,13104786
159506,HSSCHI,恒生港股通创新药及医疗保健指数,2028536979
159507,399389,国证通信指数,797830902
159508,399441,国证生物医药指数,86231598
159509,NDXTMC,纳斯达克科技市值加权指数,6621564118
159510,931586,中证智选300价值稳健策略指数,61128342
159511,000936,中证通信服务指数,153444573
159512,931008,中证全指汽车指数,49264855
159513,NDX100,纳斯达克100指数,4297549100
159515,000824,中证国有企业红利指数,40286631
159516,931743,中证半导体材料设备主题指数,51770359972
159517,000906,中证800指数,8742624
159518,SPSIOP,S&P Oil & Gas Exploration & Production Select Industry,1842325369
159519,H11153,中证香港内地国有企业港元指数,65157854
159520,931068,中证消费龙头指数,159177649
159521,399303,国证2000指数,12274435
159523,931589,中证智选300成长创新策略指数,68517348
159525,H30269,中证红利低波动指数,665743741
159526,H30590,中证机器人指数,530462964
159527,930851,中证云计算与大数据主题指数,492301350
159528,399974,中证国有企业改革指数,9320773
159529,SP5CSSUP,标普500消费精选指数,811536791
159530,980022,国证机器人产业指数,9995613169
159531,932000,中证2000指数,510608406
159532,932000,中证2000指数,127564791
159533,932000,中证2000指数,9458785
159535,932000,中证2000指数,16981088
159536,932000,中证2000指数,39261589
159537,CN5075,国证信息技术创新主题指数,150285204
159538,CN5075,国证信息技术创新主题指数,372608966
159539,CN5075,国证信息技术创新主题指数,54565182
159540,CN5075,国证信息技术创新主题指数,118505191
159541,399102,创业板综合指数,61593326
159542,931752,中证工程机械主题指数,16592850
159543,399303,国证2000指数,42196551
159545,HSHYLV,恒生港股通高股息低波动指数,4910203689
159546,932087,中证全指集成电路指数,689927822
159547,H30269,中证红利低波动指数,1343286075
159549,930955,中证红利低波动100指数,4803523884
159550,930625,中证沪港深互联网人民币指数,179828785
159551,H30590,中证机器人指数,246920923
159552,932000,中证2000指数,376790319
159553,932000,中证2000指数,17326751
159555,932000,中证2000指数,34462705
159556,932000,中证2000指数,12556089
159557,HSHCI,恒生医疗保健指数,152894955
159558,931743,中证半导体材料设备主题指数,12728563923
159559,980022,国证机器人产业指数,1581576622
159560,H30007,中证芯片产业指数,404832920
159561,GDAXI,法兰克福DAX指数,1479499489
159562,931238,中证沪深港黄金产业股票指数,2190130504
159563,399102,创业板综合指数,21360773
159565,931230,中证汽车零部件主题指数,137627231
159566,980027,国证新能源电池指数,2877739776
159567,987018,国证港股通创新药指数,10684729726
159568,931637,中证港股通互联网指数,331857901
159569,987016,国证港股通红利低波动率指数,337147241
159570,987018,国证港股通创新药指数,15780597142
159571,399019,创业板200指数,17981814
159572,399019,创业板200指数,175749107
159573,399019,创业板200指数,75456297
159575,399019,创业板200指数,9410425
159576,399330,深证100指数(价格),34509612
159577,750108,MSCI USA 50 Index,729665791
159578,399750,深证主板50指数,19998831
159581,000922,中证红利指数,1460225708
159582,931865,中证半导体产业指数,855608105
159583,931271,中证通信设备主题指数,2138592902
159586,H30182,中证全指计算机指数,222025923
159587,399365,国证粮食产业指数,141447031
159588,399439,国证石油天然气指数,491284857
159589,000922,中证红利指数,215590005
159590,H30202,中证全指软件指数,626861746
159591,930050,中证A50指数,351905682
159592,930050,中证A50指数,642310460
159593,930050,中证A50指数,1853196040
159595,930050,中证A50指数,846113255
159596,930050,中证A50指数,512683040
159597,399667,创业板成长指数,843757137
159599,H30007,中证芯片产业指数,557822066
159600,932160,中证AAA科技创新公司债指数,354778913
159601,746059,MSCI中国A50互联互通人民币指数,1286788073
159602,746059,MSCI中国A50互联互通人民币指数,412542944
159603,931643,中证科创创业50指数,2300071922
159605,930604,中证海外中国互联网30人民币指数,4692486155
159606,930939,中证500质量成长指数,365222838
159607,930604,中证海外中国互联网30人民币指数,1268829139
159608,930632,中证稀有金属主题指数,3343210066
159609,931151,中证光伏产业指数,286903414
159610,000905,中证500指数,145568207
159611,H30199,中证全指电力公用事业指数,8455162900
159612,SPX,标准普尔500指数,444898651
159613,399994,中证信息安全主题指数,80590217
159615,HSHKBIO,恒生生物科技指数,562054898
159616,931778,中证农牧主题指数,72561112
159617,931587,中证智选500价值稳健策略指数,27418382
159618,931151,中证光伏产业指数,66131407
159619,930608,中证基建指数,81981007
159620,931590,中证智选500成长创新策略指数,28140934
159621,721638,MSCI CHINA A RMB ESG UNIVERSAL INDEX,11434717
159622,931409,中证沪港深创新药产业人民币指数,1224603238
159623,931695,中证成渝地区双城经济圈成份指数,3067271695
159625,399438,国证绿色电力指数,2172913777
159627,000903,中证A100指数,17116776
159628,399303,国证2000指数,359283250
159629,000852,中证1000指数,357252663
159630,000903,中证A100指数,9113744
159631,000903,中证A100指数,39332605
159632,NDX100,纳斯达克100指数,4839720640
159633,000852,中证1000指数,502162658
159635,930608,中证基建指数,130846980
159636,987008,国证港股通科技指数,40668501206
159637,399976,中证新能源汽车指数,619768094
159638,931521,中证智选航空航天科技指数,1425341932
159639,931755,中证上海环交所碳中和指数,207290171
159640,931755,中证上海环交所碳中和指数,61845198
159641,931755,中证上海环交所碳中和指数,92719131
159642,931755,中证上海环交所碳中和指数,23439923
159643,980015,国证疫苗与生物科技指数,275390617
159645,980015,国证疫苗与生物科技指数,63540740
159647,930641,中证中药指数,1558461752
159649,CBA08303,中债-1-5年国开行债券全价(总值)指数,34701877
159650,CBA11903,中债-0-3年国开行债券全价(总值)指数,58332196
159651,CBA11903,中债-0-3年国开行债券全价(总值)指数,12728448
159652,000811,细分有色,1833320287
159653,399378,国证ESG300指数,55972068
159655,SPX,标准普尔500指数,2125143045
159656,000918,沪深300成长指数,254238451
159657,980015,国证疫苗与生物科技指数,168514819
159658,931582,中证数字经济主题指数,39894877
159659,NDX100,纳斯达克100指数,4475744064
159660,NDX100,纳斯达克100指数,2185151363
159661,000903,中证A100指数,25708213
159662,399433,国证交通运输行业指数,77113946
159663,931866,中证机床指数,471035170
159665,980017,国证半导体芯片指数,198576860
159666,H30171,中证全指运输指数,114832905
159667,931866,中证机床指数,3606050718
159669,399438,国证绿色电力指数,204754781
159670,931139,中证消费50指数,57706921
159671,930632,中证稀有金属主题指数,947551737
159672,000932,中证主要消费指数,129887409
159673,000300,沪深300指数,1321528385
159675,399006,创业板指数(价格),48846691
159676,399006,创业板指数(价格),96564183
159677,000852,中证1000指数,26904091
159678,000905,中证500指数,81143694
159679,000852,中证1000指数,46889156
159680,000852,中证1000指数,786438087
159681,399673,创业板50指数,897772337
159682,399673,创业板50指数,2260307670
159685,000852,中证1000指数,13440067
159686,000903,中证A100指数,77815386
159687,GPCSP006,富时亚太低碳精选指数,1683928658
159688,HSIII,恒生互联网科技业指数,1452278480
159689,000932,中证主要消费指数,86147787
159690,931892,中证有色金属矿业主题指数,310163978
159691,930839,中证港股通高股息精选港元指数,4017301386
159692,931412,中证证券公司30指数,1303455969
159695,399389,国证通信指数,965436258
159696,NDX100,纳斯达克100指数,2617824034
159697,399439,国证石油天然气指数,1089022006
159698,399365,国证粮食产业指数,952944378
159699,HSCGSI,恒生消费指数,527664255
159700,932160,中证AAA科技创新公司债指数,140599191
159701,930712,中证物联网主题指数,6705601
159703,H30597,中证新材料主题指数,54181591
159706,399330,深证100指数(价格),45386800
159707,399965,中证800地产指数,1133048214
159708,399324,深证红利指数,187028306
159709,399285,深圳物联网50指数,22484060
159711,930931,中证港股通50港元指数,46465157
159712,930931,中证港股通50港元指数,108778813
159713,930598,中证稀土产业指数,537755051
159715,930598,中证稀土产业指数,550030274
159716,399330,深证100指数(价格),55666732
159717,399378,国证ESG300指数,22873183
159718,930965,中证港股通医药卫生综合港元指数,237832634
159719,GPCCH003,富时中国国企开放共赢指数,25195986
159720,H11052,中证智能电动汽车指数,42812357
159721,399330,深证100指数(价格),69431696
159723,931524,中证沪港深科技龙头指数,35025575
159725,931480,中证线上消费主题指数,126424924
159726,HSMCHYI,恒生港股通中国内地企业高股息率指数,273911380
159728,399361,国证在线消费指数,42910129
159729,930625,中证沪港深互联网人民币指数,68560633
159730,980028,国证龙头家电指数,44571340
159731,H11057,中证石化产业指数,804375802
159732,980030,国证消费电子主题指数,3114447904
159735,931454,中证港股通消费主题港元指数,730561371
159736,930653,中证食品饮料指数,7414394457
159738,931470,中证沪港深云计算产业人民币指数,124992667
159739,930851,中证云计算与大数据主题指数,482761230
159740,HSTECH,恒生科技指数,28802120448
159741,HSTECH,恒生科技指数,1664796712
159742,HSTECH,恒生科技指数,7037928292
159743,931393,中证湖北新旧动能转换指数,108941100
159745,931009,中证全指建筑材料指数,1306688265
159747,931574,中证香港科技指数指数,334712278
159748,931409,中证沪港深创新药产业人民币指数,1101692128
159750,931574,中证香港科技指数指数,1401618251
159751,931573,中证港股通科技指数,998629628
159752,000941,中证内地新能源主题指数,509958917
159755,980032,国证新能源车电池指数,9547646746
159757,980032,国证新能源车电池指数,238931891
159758,931468,中证红利质量指数,1348290777
159760,980016,国证公共卫生与医疗健康指数,142360223
159761,H30597,中证新材料主题指数,211734117
159763,H30597,中证新材料主题指数,88707747
159766,930633,中证旅游主题指数,5394640963
159767,980032,国证新能源车电池指数,234873672
159768,000948,中证内地地产主题指数,867950311
159770,H30590,中证机器人指数,5278087762
159773,399276,创业板科技指数,139503120
159775,980032,国证新能源车电池指数,709648961
159776,930965,中证港股通医药卫生综合港元指数,88968765
159777,399276,创业板科技指数,28280565
159778,931495,中证工业互联网主题指数,38005382
159779,931494,中证消费电子主题指数,141869337
159780,931643,中证科创创业50指数,2978048583
159781,931643,中证科创创业50指数,12349860533
159782,931643,中证科创创业50指数,501190267
159783,931643,中证科创创业50指数,4456059442
159786,930821,中证虚拟现实主题指数,98701174
159787,931009,中证全指建筑材料指数,129521633
159788,930957,中证港股通中国100港元指数,100424965
159790,000977,中证内地低碳经济主题指数,1567528485
159791,931463,沪深300ESG基准指数,27083347
159792,931637,中证港股通互联网指数,61782855237
159793,931481,中证沪港深线上消费主题人民币指数,39758908
159795,930721,中证智能汽车主题指数,27169473
159796,931719,中证电池主题指数,6840467550
159797,H30217,中证全指医疗器械指数,378989247
159798,931139,中证消费50指数,162245390
159800,000906,中证800指数,26736802
159801,980017,国证半导体芯片指数,4016120172
159804,399291,国证创业板中盘精选88指数,23899676
159805,399971,中证传媒指数,246952480
159806,399976,中证新能源汽车指数,893089446
159807,931380,中证科技50指数,847051428
159808,399006,创业板指数(价格),49484790
159810,399006,创业板指数(价格),47475458
159811,931406,中证5G产业50指数,80343393
159812,AU9999,黄金9999,172813149
159813,980017,国证半导体芯片指数,9197724820
159814,399293,创业板大盘指数,458246520
159816,931161,中证0-4年期地方政府债指数,100667484
159819,930713,中证人工智能主题指数,11021229669
159820,000905,中证500指数,1261408470
159821,399006,创业板指数(价格),54220000
159822,SPNCSCHN,标普中国新经济行业指数,328734315
159824,399976,中证新能源汽车指数,84135070
159825,000949,中证农业主题指数,2321077407
159827,000949,中证农业主题指数,91716463
159828,399989,中证医疗指数,5724439464
159830,SHAU,上海金,373414066
159831,SHAU,上海金,206156243
159834,SHAU,上海金,190761376
159835,931152,中证创新药产业指数,480504143
159836,399012,创业板300,95747113
159837,930743,中证生物科技主题指数,3162152837
159838,931140,中证医药50指数,278763462
159839,399441,国证生物医药指数,3185235165
159840,980032,国证新能源车电池指数,2126574851
159841,399975,中证全指证券公司指数,11150238465
159842,399975,中证全指证券公司指数,9359250631
159843,399396,国证食品饮料行业指数,664455141
159845,000852,中证1000指数,1326425606
159847,399989,中证医疗指数,4197825354
159848,399975,中证全指证券公司指数,174811239
159849,930743,中证生物科技主题指数,179372396
159850,HSCEI,恒生中国企业指数,556706498
159851,930986,中证金融科技主题指数,10312904148
159852,930601,中证软件服务指数,11376623921
159855,930781,中证影视主题指数,171925236
159856,930625,中证沪港深互联网人民币指数,356372474
159857,931151,中证光伏产业指数,2211515725
159858,931152,中证创新药产业指数,812098318
159859,399441,国证生物医药指数,12476240054
159861,930614,中证环保产业50指数,96117535
159862,000815,细分食品,345000623
159863,931151,中证光伏产业指数,287729352
159864,931151,中证光伏产业指数,621526827
159865,930707,中证畜牧养殖指数,10727455659
